timestamp,website_id,customer_id,app_version,placeholder,checkout_amount,url,source_file,date,hour,day_of_week
2017-07-01 07:03:40+00:00,124,11016,1.1,,51.0,http://xyz.com/checkout?Hazelnut=1&Ume=1&Prairie+Potato=2&European+Grape=1&Round+Kumquat=1&Black%2FWhite+Pepper=1&Natal+Orange=1&Bignay=2,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:03:49+00:00,124,6149,1.1,,7.0,http://xyz.com/checkout?Round+Kumquat=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:03:54+00:00,124,2909,1.1,,6.0,http://xyz.com/checkout?Ume=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:03:56+00:00,124,5511,1.1,,6.0,http://xyz.com/checkout?Bignay=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:03:58+00:00,123,600,1.1,,8.0,http://www.example.com/store/?Mabolo=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:04:12+00:00,123,10447,1.1,,8.0,http://www.example.com/store/?Black%2FWhite+Pepper=1&Prairie+Potato=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:04:23+00:00,123,4278,1.1,,5.0,http://www.example.com/store/?European+Grape=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:04:39+00:00,124,745,1.1,,7.0,http://xyz.com/checkout?Round+Kumquat=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:05:07+00:00,124,9653,1.1,,6.0,http://xyz.com/checkout?Bignay=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:05:09+00:00,123,11359,1.1,,60.0,http://www.example.com/store/?Hazelnut=1&Ume=1&Mabolo=3&European+Grape=2&Ylang-ylang=2&Bignay=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:05:26+00:00,124,4845,1.1,,5.0,http://xyz.com/checkout?Ylang-ylang=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:05:36+00:00,124,1135,1.1,,5.0,http://xyz.com/checkout?Ylang-ylang=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:05:37+00:00,124,10417,1.1,,10.0,http://xyz.com/checkout?Hazelnut=1&Natal+Orange=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:05:47+00:00,123,2487,1.1,,6.0,http://www.example.com/store/?Natal+Orange=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:05:52+00:00,123,133,1.1,,6.0,http://www.example.com/store/?Natal+Orange=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:06:25+00:00,124,6464,1.1,,4.0,http://xyz.com/checkout?Hazelnut=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:06:46+00:00,124,11393,1.1,,51.0,http://xyz.com/checkout?Ume=1&Prairie+Potato=2&Ylang-ylang=1&Mabolo=1&European+Grape=1&Black%2FWhite+Pepper=3&Bignay=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:06:49+00:00,123,6917,1.1,,5.0,http://www.example.com/store/?Ylang-ylang=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:06:52+00:00,123,5411,1.1,,8.0,http://www.example.com/store/?Mabolo=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:06:53+00:00,124,4380,1.1,,3.0,http://xyz.com/checkout?Prairie+Potato=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:07:03+00:00,124,3921,1.1,,5.0,http://xyz.com/checkout?Ylang-ylang=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:07:04+00:00,124,8533,1.1,,5.0,http://xyz.com/checkout?Black%2FWhite+Pepper=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:07:23+00:00,124,4055,1.1,,8.0,http://xyz.com/checkout?Mabolo=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:07:27+00:00,123,317,1.1,,4.0,http://www.example.com/store/?Hazelnut=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:07:30+00:00,124,10219,1.1,,10.0,http://xyz.com/checkout?Hazelnut=1&Natal+Orange=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:07:40+00:00,124,8362,1.1,,5.0,http://xyz.com/checkout?Black%2FWhite+Pepper=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:07:46+00:00,124,10598,1.1,,12.0,http://xyz.com/checkout?Natal+Orange=2,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:07:56+00:00,124,9958,1.1,,8.0,http://xyz.com/checkout?Mabolo=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:08:03+00:00,123,1861,1.1,,8.0,http://www.example.com/store/?Mabolo=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:08:13+00:00,124,10186,1.1,,10.0,http://xyz.com/checkout?European+Grape=1&Ylang-ylang=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:08:28+00:00,123,9470,1.1,,6.0,http://www.example.com/store/?Natal+Orange=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:08:58+00:00,124,7562,1.1,,8.0,http://xyz.com/checkout?Mabolo=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:09:16+00:00,124,8035,1.1,,7.0,http://xyz.com/checkout?Round+Kumquat=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:09:26+00:00,124,6354,1.1,,5.0,http://xyz.com/checkout?European+Grape=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:09:29+00:00,123,6442,1.1,,8.0,http://www.example.com/store/?Mabolo=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:09:31+00:00,124,617,1.1,,6.0,http://xyz.com/checkout?Natal+Orange=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:09:33+00:00,123,10463,1.1,,11.0,http://www.example.com/store/?Ume=1&Black%2FWhite+Pepper=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:09:34+00:00,123,4677,1.1,,8.0,http://www.example.com/store/?Mabolo=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:09:48+00:00,123,1905,1.1,,5.0,http://www.example.com/store/?Ylang-ylang=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:10:03+00:00,124,10234,1.1,,9.0,http://xyz.com/checkout?Hazelnut=1&Black%2FWhite+Pepper=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:10:04+00:00,123,4565,1.1,,3.0,http://www.example.com/store/?Prairie+Potato=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:10:10+00:00,123,7251,1.1,,3.0,http://www.example.com/store/?Prairie+Potato=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:10:11+00:00,124,10233,1.1,,11.0,http://xyz.com/checkout?Black%2FWhite+Pepper=1&Bignay=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:10:14+00:00,123,2982,1.1,,5.0,http://www.example.com/store/?European+Grape=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:10:33+00:00,124,10543,1.1,,11.0,http://xyz.com/checkout?Ume=1&Black%2FWhite+Pepper=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:10:34+00:00,124,6284,1.1,,6.0,http://xyz.com/checkout?Bignay=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:10:35+00:00,123,3271,1.1,,6.0,http://www.example.com/store/?Bignay=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:10:37+00:00,124,6503,1.1,,7.0,http://xyz.com/checkout?Round+Kumquat=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:10:50+00:00,124,3851,1.1,,4.0,http://xyz.com/checkout?Hazelnut=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:10:52+00:00,123,7498,1.1,,6.0,http://www.example.com/store/?Ume=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:11:00+00:00,124,8908,1.1,,7.0,http://xyz.com/checkout?Round+Kumquat=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:11:07+00:00,123,2260,1.1,,3.0,http://www.example.com/store/?Prairie+Potato=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:11:27+00:00,124,1592,1.1,,4.0,http://xyz.com/checkout?Hazelnut=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:11:32+00:00,124,7130,1.1,,5.0,http://xyz.com/checkout?European+Grape=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:11:38+00:00,123,11597,1.1,,124.0,http://www.example.com/store/?Hazelnut=5&Ume=2&Prairie+Potato=4&Round+Kumquat=2&European+Grape=5&Black%2FWhite+Pepper=1&Natal+Orange=2&Bignay=4,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:11:38+00:00,123,10616,1.1,,9.0,http://www.example.com/store/?Ume=1&Prairie+Potato=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:11:47+00:00,124,11610,1.1,,534.0,http://xyz.com/checkout?Hazelnut=9&Ume=8&Prairie+Potato=14&Ylang-ylang=9&European+Grape=10&Mabolo=6&Round+Kumquat=13&Black%2FWhite+Pepper=12&Natal+Orange=8&Bignay=11,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:11:54+00:00,124,8558,1.1,,5.0,http://xyz.com/checkout?Ylang-ylang=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:11:58+00:00,124,8926,1.1,,6.0,http://xyz.com/checkout?Ume=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:12:21+00:00,123,6965,1.1,,4.0,http://www.example.com/store/?Hazelnut=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:12:29+00:00,123,10860,1.1,,12.0,http://www.example.com/store/?Natal+Orange=1&Bignay=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:12:30+00:00,123,4566,1.1,,6.0,http://www.example.com/store/?Natal+Orange=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:12:32+00:00,124,10046,1.1,,12.0,http://xyz.com/checkout?Round+Kumquat=1&Ylang-ylang=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:12:42+00:00,124,4817,1.1,,5.0,http://xyz.com/checkout?Ylang-ylang=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:12:43+00:00,124,10094,1.1,,10.0,http://xyz.com/checkout?Hazelnut=1&Bignay=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:12:43+00:00,124,9530,1.1,,4.0,http://xyz.com/checkout?Hazelnut=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:12:47+00:00,124,11374,1.1,,50.0,http://xyz.com/checkout?Hazelnut=1&Prairie+Potato=2&Ylang-ylang=2&European+Grape=1&Round+Kumquat=1&Black%2FWhite+Pepper=2&Mabolo=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:13:05+00:00,124,11528,1.1,,146.0,http://xyz.com/checkout?Hazelnut=3&Ume=2&Prairie+Potato=2&Ylang-ylang=2&European+Grape=3&Round+Kumquat=6&Black%2FWhite+Pepper=1&Bignay=2&Mabolo=4,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:13:15+00:00,124,1421,1.1,,5.0,http://xyz.com/checkout?Black%2FWhite+Pepper=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:13:26+00:00,124,933,1.1,,5.0,http://xyz.com/checkout?Black%2FWhite+Pepper=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:13:35+00:00,124,868,1.1,,3.0,http://xyz.com/checkout?Prairie+Potato=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:13:36+00:00,123,5794,1.1,,6.0,http://www.example.com/store/?Natal+Orange=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:13:44+00:00,124,5096,1.1,,5.0,http://xyz.com/checkout?European+Grape=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:13:52+00:00,123,9533,1.1,,8.0,http://www.example.com/store/?Mabolo=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:14:01+00:00,124,8924,1.1,,5.0,http://xyz.com/checkout?European+Grape=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:14:11+00:00,124,2102,1.1,,5.0,http://xyz.com/checkout?European+Grape=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:14:21+00:00,124,11236,1.1,,49.0,http://xyz.com/checkout?Hazelnut=3&Prairie+Potato=1&Mabolo=1&European+Grape=2&Black%2FWhite+Pepper=1&Natal+Orange=1&Ylang-ylang=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:14:22+00:00,124,1823,1.1,,6.0,http://xyz.com/checkout?Natal+Orange=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:14:37+00:00,124,2534,1.1,,8.0,http://xyz.com/checkout?Mabolo=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:14:38+00:00,124,7085,1.1,,5.0,http://xyz.com/checkout?Black%2FWhite+Pepper=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:14:46+00:00,123,3552,1.1,,7.0,http://www.example.com/store/?Round+Kumquat=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:15:15+00:00,123,4402,1.1,,4.0,http://www.example.com/store/?Hazelnut=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:15:16+00:00,124,11431,1.1,,52.0,http://xyz.com/checkout?Hazelnut=1&Ume=3&Prairie+Potato=1&Ylang-ylang=2&Black%2FWhite+Pepper=1&Natal+Orange=1&Bignay=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:15:49+00:00,123,4868,1.1,,6.0,http://www.example.com/store/?Bignay=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:15:50+00:00,124,3958,1.1,,4.0,http://xyz.com/checkout?Hazelnut=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:15:54+00:00,124,6307,1.1,,6.0,http://xyz.com/checkout?Natal+Orange=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:16:08+00:00,124,108,1.1,,6.0,http://xyz.com/checkout?Natal+Orange=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:16:17+00:00,123,10521,1.1,,13.0,http://www.example.com/store/?Black%2FWhite+Pepper=1&Mabolo=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:16:24+00:00,123,656,1.1,,4.0,http://www.example.com/store/?Hazelnut=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:16:36+00:00,124,3496,1.1,,6.0,http://xyz.com/checkout?Natal+Orange=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:16:38+00:00,123,8709,1.1,,6.0,http://www.example.com/store/?Natal+Orange=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:16:40+00:00,123,6663,1.1,,6.0,http://www.example.com/store/?Natal+Orange=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:16:49+00:00,123,2797,1.1,,6.0,http://www.example.com/store/?Natal+Orange=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:16:56+00:00,124,6419,1.1,,6.0,http://xyz.com/checkout?Ume=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:17:14+00:00,123,3273,1.1,,3.0,http://www.example.com/store/?Prairie+Potato=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:17:54+00:00,123,4664,1.1,,0.0,http://www.example.com/store/?Hazelnut=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:18:03+00:00,123,8673,1.1,,5.0,http://www.example.com/store/?Ylang-ylang=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:18:10+00:00,123,3366,1.1,,5.0,http://www.example.com/store/?Black%2FWhite+Pepper=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:18:27+00:00,123,4230,1.1,,5.0,http://www.example.com/store/?Ylang-ylang=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:18:30+00:00,124,6478,1.1,,5.0,http://xyz.com/checkout?European+Grape=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:18:49+00:00,124,5559,1.1,,5.0,http://xyz.com/checkout?Ylang-ylang=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:18:55+00:00,123,9328,1.1,,5.0,http://www.example.com/store/?Ylang-ylang=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:18:58+00:00,123,2635,1.1,,6.0,http://www.example.com/store/?Natal+Orange=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:19:00+00:00,124,8326,1.1,,5.0,http://xyz.com/checkout?Black%2FWhite+Pepper=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:19:03+00:00,124,6182,1.1,,6.0,http://xyz.com/checkout?Natal+Orange=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:19:20+00:00,123,8160,1.1,,8.0,http://www.example.com/store/?Mabolo=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:19:25+00:00,124,4238,1.1,,3.0,http://xyz.com/checkout?Prairie+Potato=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:19:25+00:00,123,9120,1.1,,5.0,http://www.example.com/store/?Ylang-ylang=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:19:27+00:00,124,10832,1.1,,12.0,http://xyz.com/checkout?Bignay=2,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:19:40+00:00,124,1468,1.1,,0.0,http://xyz.com/checkout?Hazelnut=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:19:43+00:00,124,7442,1.1,,6.0,http://xyz.com/checkout?Ume=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:19:46+00:00,123,9536,1.1,,7.0,http://www.example.com/store/?Round+Kumquat=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:19:56+00:00,124,8119,1.1,,7.0,http://xyz.com/checkout?Round+Kumquat=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:19:57+00:00,124,9067,1.1,,8.0,http://xyz.com/checkout?Mabolo=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:20:04+00:00,124,6585,1.1,,6.0,http://xyz.com/checkout?Ume=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:20:19+00:00,123,9823,1.1,,5.0,http://www.example.com/store/?Ylang-ylang=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:20:42+00:00,124,9218,1.1,,4.0,http://xyz.com/checkout?Hazelnut=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:20:51+00:00,123,7223,1.1,,6.0,http://www.example.com/store/?Bignay=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:21:14+00:00,123,2123,1.1,,5.0,http://www.example.com/store/?European+Grape=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:21:20+00:00,124,10043,1.1,,10.0,http://xyz.com/checkout?European+Grape=2,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:21:22+00:00,124,8428,1.1,,6.0,http://xyz.com/checkout?Natal+Orange=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:21:33+00:00,124,2479,1.1,,6.0,http://xyz.com/checkout?Bignay=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:21:40+00:00,123,116,1.1,,6.0,http://www.example.com/store/?Bignay=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:21:43+00:00,124,748,1.1,,5.0,http://xyz.com/checkout?European+Grape=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:21:52+00:00,123,7050,1.1,,4.0,http://www.example.com/store/?Hazelnut=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:21:52+00:00,124,8476,1.1,,3.0,http://xyz.com/checkout?Prairie+Potato=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:22:01+00:00,123,768,1.1,,3.0,http://www.example.com/store/?Prairie+Potato=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:22:05+00:00,123,5746,1.1,,8.0,http://www.example.com/store/?Mabolo=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:22:07+00:00,123,1459,1.1,,5.0,http://www.example.com/store/?Ylang-ylang=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:22:08+00:00,124,6498,1.1,,4.0,http://xyz.com/checkout?Hazelnut=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:22:12+00:00,124,8905,1.1,,6.0,http://xyz.com/checkout?Bignay=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:22:14+00:00,123,775,1.1,,5.0,http://www.example.com/store/?European+Grape=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:22:17+00:00,123,1798,1.1,,5.0,http://www.example.com/store/?Ylang-ylang=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:22:28+00:00,124,11571,1.1,,134.0,http://xyz.com/checkout?Hazelnut=3&Ume=2&Prairie+Potato=2&Ylang-ylang=4&Round+Kumquat=2&Mabolo=1&European+Grape=2&Black%2FWhite+Pepper=2&Natal+Orange=3&Bignay=4,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:22:36+00:00,123,8821,1.1,,7.0,http://www.example.com/store/?Round+Kumquat=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 00:22:44+00:00,124,5670,1.1,,6.0,http://xyz.com/checkout?Bignay=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:22:47+00:00,123,388,1.1,,5.0,http://www.example.com/store/?Ylang-ylang=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:22:49+00:00,124,10728,1.1,,14.0,http://xyz.com/checkout?Natal+Orange=1&Mabolo=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:22:51+00:00,124,11192,1.1,,57.0,http://xyz.com/checkout?Ume=2&Ylang-ylang=1&Round+Kumquat=1&European+Grape=1&Black%2FWhite+Pepper=2&Natal+Orange=1&Bignay=2,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:22:54+00:00,123,2726,1.1,,6.0,http://www.example.com/store/?Ume=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:22:57+00:00,124,9326,1.1,,7.0,http://xyz.com/checkout?Round+Kumquat=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:23:01+00:00,123,9296,1.1,,8.0,http://www.example.com/store/?Mabolo=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:23:02+00:00,124,3106,1.1,,6.0,http://xyz.com/checkout?Natal+Orange=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:23:09+00:00,123,4222,1.1,,8.0,http://www.example.com/store/?Mabolo=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 07:23:27+00:00,123,2392,1.1,,6.0,http://www.example.com/store/?Bignay=1,2017-07-01.csv,2017-07-01,7,Saturday
2017-07-01 00:23:28+00:00,124,8376,1.1,,8.0,http://xyz.com/checkout?Mabolo=1,2017-07-01.csv,2017-07-01,0,Saturday
2017-07-01 07:23:33+00:00,123,1647,1.1,,6.0,http://www.example.com/store/?Ume=1,2017-07-01.csv,2017-07-01,7,Saturday
